state,city,county
ar,norfork,baxter
ar,norman,montgomery
ar,norphlet,union
ar,north little rock,pulaski
ar,o kean,randolph
ar,oak grove,carroll
ar,oakland,marion
ar,oark,johnson
ar,oden,montgomery
ar,ogden,little river
ar,oil trough,independence
ar,okolona,clark
ar,ola,yell
ar,omaha,boone
ar,oneida,phillips
ar,onia,stone
ar,osceola,mississippi
ar,oxford,izard
ar,ozan,hempstead
ar,ozark,franklin
ar,ozone,johnson
ar,palestine,saint francis
ar,pangburn,white
ar,paragould,greene
ar,paris,logan
ar,parkdale,ashley
ar,parkin,cross
ar,parks,scott
ar,paron,saline
ar,parthenon,newton
ar,patterson,woodruff
ar,pea ridge,benton
ar,peach orchard,clay
ar,pearcy,garland
ar,peel,marion
ar,pelsor,newton
ar,pencil bluff,montgomery
ar,perry,perry
ar,perryville,perry
ar,pettigrew,madison
ar,pickens,desha
ar,piggott,clay
ar,pindall,searcy
ar,pine bluff,jefferson
ar,pineville,izard
ar,plainview,yell
ar,pleasant grove,stone
ar,pleasant plains,independence
ar,plumerville,conway
ar,pocahontas,randolph
ar,pollard,clay
ar,ponca,newton
ar,poplar grove,phillips
ar,portia,lawrence
ar,portland,ashley
ar,pottsville,pope
ar,poughkeepsie,sharp
ar,powhatan,lawrence
ar,poyen,grant
ar,prairie grove,washington
ar,prattsville,grant
ar,prescott,nevada
ar,prim,cleburne
ar,proctor,crittenden
ar,pyatt,marion
ar,quitman,cleburne
ar,ratcliff,logan
ar,ravenden,lawrence
ar,ravenden springs,randolph
ar,rector,clay
ar,redfield,jefferson
ar,reydell,jefferson
ar,reyno,randolph
ar,rison,cleveland
ar,rivervale,poinsett
ar,roe,monroe
ar,rogers,benton
ar,roland,pulaski
ar,romance,white
ar,rose bud,white
ar,rosie,independence
ar,rosston,nevada
ar,rover,yell
ar,royal,garland
ar,rudy,crawford
ar,russell,white
ar,russellville,pope
ar,saffell,lawrence
ar,sage,izard
ar,saint charles,arkansas
ar,saint francis,clay
ar,saint joe,searcy
ar,saint paul,madison
ar,salado,independence
ar,salem,fulton
ar,saratoga,howard
ar,scotland,van buren
ar,scott,pulaski
ar,scranton,logan
ar,searcy,white
ar,sedgwick,lawrence
ar,sheridan,grant
ar,sherrill,jefferson
ar,sherwood,pulaski
ar,shirley,van buren
ar,sidney,sharp
ar,siloam springs,benton
ar,sims,montgomery
ar,smackover,union
ar,smithville,lawrence
ar,snow lake,desha
ar,solgohachia,conway
ar,sparkman,dallas
ar,springdale,washington
ar,springfield,conway
ar,stamps,lafayette
ar,star city,lincoln
ar,state university,craighead
ar,stephens,ouachita
ar,story,montgomery
ar,strawberry,lawrence
ar,strong,union
ar,sturkie,fulton
ar,stuttgart,arkansas
ar,subiaco,logan
ar,success,clay
ar,sulphur rock,independence
ar,sulphur springs,benton
ar,summers,washington
ar,summit,marion
ar,sweet home,pulaski
ar,swifton,jackson
ar,taylor,columbia
ar,texarkana,miller
ar,thida,independence
ar,thornton,calhoun
ar,tichnor,arkansas
ar,tillar,desha
ar,tilly,pope
ar,timbo,stone
ar,tontitown,washington
ar,traskwood,saline
ar,trumann,poinsett
ar,tucker,jefferson
ar,tuckerman,jackson
ar,tumbling shoals,cleburne
ar,tupelo,jackson
ar,turner,phillips
ar,turrell,crittenden
ar,tyronza,poinsett
ar,ulm,prairie
ar,umpire,howard
ar,uniontown,crawford
ar,urbana,union
ar,valley springs,boone
ar,van buren,crawford
ar,vandervoort,polk
ar,vanndale,cross
ar,vendor,newton
ar,vilonia,faulkner
ar,viola,fulton
ar,violet hill,izard
ar,wabash,phillips
ar,wabbaseka,jefferson
ar,walcott,greene
ar,waldenburg,poinsett
ar,waldo,columbia
ar,waldron,scott
ar,walnut ridge,lawrence
ar,ward,lonoke
ar,warm springs,randolph
ar,warren,bradley
ar,washington,hempstead
ar,watson,desha
ar,weiner,poinsett
ar,wesley,madison
ar,west fork,washington
ar,west helena,phillips
ar,west memphis,crittenden
ar,west point,white
ar,west ridge,mississippi
ar,western grove,newton
ar,wheatley,saint francis
ar,whelen springs,clark
ar,white hall,jefferson
ar,wickes,polk
ar,wideman,izard
ar,widener,saint francis
ar,wilburn,cleburne
ar,williford,sharp
ar,willisville,nevada
ar,wilmar,drew
ar,wilmot,ashley
ar,wilson,mississippi
ar,wilton,little river
ar,winchester,drew
ar,winslow,washington
ar,winthrop,little river
ar,wiseman,izard
ar,witter,madison
ar,witts springs,searcy
ar,woodson,pulaski
ar,wooster,faulkner
ar,wright,jefferson
ar,wrightsville,pulaski
ar,wynne,cross
ar,yellville,marion
ar,yorktown,lincoln
az,aguila,maricopa
az,ajo,pima
az,alpine,apache
az,amado,santa cruz
az,apache junction,pinal
az,arivaca,pima
az,arizona city,pinal
az,arlington,maricopa
az,ash fork,yavapai
az,avondale,maricopa
az,bagdad,yavapai
az,bapchule,pinal
az,bellemont,coconino
az,benson,cochise
az,bisbee,cochise
az,black canyon city,yavapai
az,blue,greenlee
az,blue gap,navajo
az,bouse,la paz
az,bowie,cochise
az,buckeye,maricopa
az,bullhead city,mohave
az,bylas,graham
az,cameron,coconino
az,camp verde,yavapai
az,carefree,maricopa
az,casa grande,pinal
az,cashion,maricopa
az,catalina,pima
az,cave creek,maricopa
az,central,graham
az,chambers,apache
az,chandler,maricopa
az,chandler heights,maricopa
az,chinle,apache
az,chino valley,yavapai
az,chloride,mohave
az,cibecue,navajo
az,cibola,la paz
az,clarkdale,yavapai
az,clay springs,navajo
az,claypool,gila
az,clifton,greenlee
az,cochise,cochise
az,colorado city,mohave
az,concho,apache
az,congress,yavapai
az,coolidge,pinal
az,cornville,yavapai
az,cortaro,pima
az,cottonwood,yavapai
az,crown king,yavapai
az,dateland,yuma
az,dennehotso,apache
az,dewey,yavapai
az,dolan springs,mohave
az,douglas,cochise
az,dragoon,cochise
az,duncan,greenlee
az,eagar,apache
az,eden,graham
az,ehrenberg,la paz
az,el mirage,maricopa
az,elfrida,cochise
az,elgin,santa cruz
az,eloy,pinal
az,flagstaff,coconino
az,florence,pinal
az,forest lakes,coconino
az,fort apache,navajo
az,fort defiance,apache
az,fort huachuca,cochise
az,fort mcdowell,maricopa
az,fort mohave,mohave
az,fort thomas,graham
az,fountain hills,maricopa
az,fredonia,coconino
az,gadsden,yuma
az,ganado,apache
az,gila bend,maricopa
az,gilbert,maricopa
az,glendale,maricopa
az,glendale luke afb,maricopa
az,globe,gila
az,golden valley,mohave
az,goodyear,maricopa
az,grand canyon,coconino
az,gray mountain,coconino
az,green valley,pima
az,greer,apache
az,hackberry,mohave
az,happy jack,coconino
az,hayden,gila
az,heber,navajo
az,hereford,cochise
az,higley,maricopa
az,holbrook,navajo
az,hotevilla,navajo
az,houck,apache
az,huachuca city,cochise
az,hualapai,mohave
az,humboldt,yavapai
az,indian wells,navajo
az,iron springs,yavapai
az,jerome,yavapai
az,joseph city,navajo
az,kaibeto,coconino
az,kayenta,navajo
az,keams canyon,navajo
az,kearny,pinal
az,kingman,mohave
az,kirkland,yavapai
az,kykotsmovi village,navajo
az,lake havasu city,mohave
az,lake montezuma,yavapai
az,lakeside,navajo
az,laveen,maricopa
az,leupp,coconino
az,litchfield park,maricopa
az,littlefield,mohave
az,lukachukai,apache
az,lukeville,pima
az,lupton,apache
az,mammoth,pinal
az,many farms,apache
az,marana,pima
az,marble canyon,coconino
az,maricopa,pinal
az,mayer,yavapai
az,mc neal,cochise
az,mcnary,apache
az,meadview,mohave
az,mesa,maricopa
az,miami,gila
az,mohave valley,mohave
az,morenci,greenlee
az,mormon lake,coconino
az,morristown,maricopa
az,mount lemmon,pima
az,munds park,coconino
az,naco,cochise
az,nazlini,apache
az,new river,maricopa
az,nogales,santa cruz
az,north rim,coconino
az,nutrioso,apache
az,oatman,mohave
az,oracle,pinal
az,overgaard,navajo
az,page,coconino
az,palo verde,maricopa
az,paradise valley,maricopa
az,parker,la paz
az,parks,coconino
az,patagonia,santa cruz
az,paulden,yavapai
az,payson,gila
az,peach springs,mohave
az,pearce,cochise
az,peoria,maricopa
az,peridot,gila
az,petrified forest natl pk,apache
az,phoenix,maricopa
az,picacho,pinal
az,pima,graham
az,pine,gila
az,pinedale,navajo
az,pinetop,navajo
az,pinon,navajo
az,pirtleville,cochise
az,polacca,navajo
az,pomerene,cochise
az,poston,la paz
az,prescott,yavapai
az,prescott valley,yavapai
az,quartzsite,la paz
az,queen creek,maricopa
az,queen creek,pinal
az,red rock,pinal
az,red valley,apache
az,rillito,pima
az,rimrock,yavapai
az,rio rico,santa cruz
az,rio verde,maricopa
az,rock point,apache
az,roll,yuma
az,roosevelt,gila
az,round rock,apache
az,sacaton,pinal
az,safford,graham
az,sahuarita,pima
az,saint david,cochise
az,saint johns,apache
az,saint michaels,apache
az,salome,la paz
az,san carlos,gila
az,san luis,yuma
az,san manuel,pinal
az,san simon,cochise
az,sanders,apache
az,sasabe,pima
az,scottsdale,maricopa
az,second mesa,navajo
az,sedona,coconino
az,sedona,yavapai
az,seligman,yavapai
az,sells,pima
az,shonto,navajo
az,show low,navajo
az,sierra vista,cochise
az,skull valley,yavapai
az,snowflake,navajo
az,solomon,graham
az,somerton,yuma
az,sonoita,santa cruz
az,springerville,apache
az,stanfield,pinal
az,sun city,maricopa
az,sun city west,maricopa
az,sun valley,navajo
az,supai,coconino
az,superior,pinal
az,surprise,maricopa
az,tacna,yuma
az,taylor,navajo
az,teec nos pos,apache
az,tempe,maricopa
az,temple bar marina,mohave
az,thatcher,graham
az,tolleson,maricopa
az,tombstone,cochise
az,tonalea,coconino
az,tonopah,maricopa
az,tonto basin,gila
az,topawa,pima
az,topock,mohave
az,tortilla flat,maricopa
az,tsaile,apache
az,tuba city,coconino
az,tubac,santa cruz
az,tucson,pima
az,tumacacori,santa cruz
az,vail,pima
az,valentine,mohave
az,valley farms,pinal
az,vernon,apache
az,waddell,maricopa
az,wellton,yuma
az,wenden,la paz
az,white mountain lake,navajo
az,whiteriver,navajo
az,wickenburg,maricopa
az,wikieup,mohave
az,willcox,cochise
az,williams,coconino
az,willow beach,mohave
az,window rock,apache
az,winkelman,gila
az,winslow,navajo
az,wittmann,maricopa
az,woodruff,navajo
az,yarnell,yavapai
az,young,gila
az,youngtown,maricopa
az,yucca,mohave
az,yuma,yuma
ca,acampo,san joaquin
ca,acton,los angeles
ca,adelanto,san bernardino
ca,adin,modoc
ca,agoura hills,los angeles
ca,aguanga,riverside
ca,ahwahnee,madera
ca,alameda,alameda
ca,alamo,contra costa
ca,albany,alameda
ca,albion,mendocino
ca,alderpoint,humboldt
ca,alhambra,los angeles
ca,aliso viejo,orange
ca,alleghany,sierra
ca,alpaugh,tulare
ca,alpine,san diego
ca,alta,placer
ca,altadena,los angeles
ca,altaville,calaveras
ca,alturas,modoc
ca,alviso,santa clara
ca,amador city,amador
ca,amboy,san bernardino
ca,american canyon,napa
ca,anaheim,orange
ca,anderson,shasta
ca,angels camp,calaveras
ca,angelus oaks,san bernardino
ca,angwin,napa
ca,annapolis,sonoma
ca,antelope,sacramento
ca,antioch,contra costa
ca,anza,riverside
ca,apple valley,san bernardino
ca,applegate,placer
ca,aptos,santa cruz
ca,arbuckle,colusa
ca,arcadia,los angeles
ca,arcata,humboldt
ca,armona,kings
ca,arnold,calaveras
ca,aromas,monterey
ca,arroyo grande,san luis obispo
ca,artesia,los angeles
ca,artois,glenn
ca,arvin,kern
ca,atascadero,san luis obispo
ca,atherton,san mateo
ca,atwater,merced
ca,atwood,orange
ca,auberry,fresno
ca,auburn,placer
ca,avalon,los angeles
ca,avenal,kings
ca,avery,calaveras
ca,avila beach,san luis obispo
ca,azusa,los angeles
ca,badger,tulare
ca,baker,san bernardino
ca,bakersfield,kern
ca,baldwin park,los angeles
ca,ballico,merced
ca,bangor,butte
ca,banning,riverside
ca,bard,imperial
ca,barstow,san bernardino
ca,bass lake,madera
ca,bayside,humboldt
ca,beale afb,yuba
ca,beaumont,riverside
ca,beckwourth,plumas
ca,belden,plumas
ca,bell,los angeles
ca,bell gardens,los angeles
ca,bella vista,shasta
ca,bellflower,los angeles
ca,belmont,san mateo
ca,belvedere tiburon,marin
ca,ben lomond,santa cruz
ca,benicia,solano
ca,benton,mono
ca,berkeley,alameda
ca,berry creek,butte
ca,bethel island,contra costa
ca,beverly hills,los angeles
ca,bieber,lassen
ca,big bar,trinity
ca,big bear city,san bernardino
ca,big bear lake,san bernardino
ca,big bend,shasta
ca,big creek,fresno
ca,big oak flat,tuolumne
ca,big pine,inyo
ca,big sur,monterey
ca,biggs,butte
ca,biola,fresno
ca,birds landing,solano
ca,bishop,inyo
ca,blairsden-graeagle,plumas
ca,blocksburg,humboldt
ca,bloomington,san bernardino
ca,blue jay,san bernardino
ca,blue lake,humboldt
ca,blythe,riverside
ca,bodega,sonoma
ca,bodega bay,sonoma
ca,bodfish,kern
ca,bolinas,marin
ca,bonita,san diego
ca,bonsall,san diego
ca,boonville,mendocino
ca,boron,kern
ca,borrego springs,san diego
ca,boulder creek,santa cruz
ca,boulevard,san diego
ca,boyes hot springs,sonoma
ca,bradley,monterey
ca,brandeis,ventura
ca,branscomb,mendocino
ca,brawley,imperial
ca,brea,orange
ca,brentwood,contra costa
ca,bridgeport,mono
ca,bridgeville,humboldt
ca,brisbane,san mateo
ca,brookdale,santa cruz
ca,brooks,yolo
ca,browns valley,yuba
ca,brownsville,yuba
ca,bryn mawr,san bernardino
ca,buellton,santa barbara
ca,buena park,orange
ca,burbank,los angeles
ca,burlingame,san mateo
ca,burney,shasta
ca,burnt ranch,trinity
ca,burrel,fresno
ca,burson,calaveras
ca,butte city,glenn
ca,buttonwillow,kern
ca,byron,contra costa
ca,cabazon,riverside
ca,calabasas,los angeles
ca,calexico,imperial
ca,caliente,kern
ca,california city,kern
ca,california hot springs,tulare
ca,calimesa,riverside
ca,calipatria,imperial
ca,calistoga,napa
ca,callahan,siskiyou
ca,calpella,mendocino
ca,calpine,sierra
ca,camarillo,ventura
ca,cambria,san luis obispo
ca,camino,el dorado
ca,camp meeker,sonoma
ca,camp nelson,tulare
ca,camp pendleton,san diego
ca,campbell,santa clara
ca,campo,san diego
ca,campo seco,calaveras
ca,camptonville,yuba
ca,canby,modoc
ca,canoga park,los angeles
ca,cantil,kern
ca,cantua creek,fresno
ca,canyon,contra costa
ca,canyon country,los angeles
ca,canyon dam,plumas
ca,capay,yolo
ca,capistrano beach,orange
ca,capitola,santa cruz
ca,cardiff by the sea,san diego
ca,carlotta,humboldt
ca,carlsbad,san diego
ca,carmel,monterey
ca,carmel by the sea,monterey
ca,carmel valley,monterey
ca,carmichael,sacramento
ca,carnelian bay,placer
ca,carpinteria,santa barbara
ca,carson,los angeles
ca,caruthers,fresno
ca,casmalia,santa barbara
ca,caspar,mendocino
ca,cassel,shasta
ca,castaic,los angeles
ca,castella,shasta
ca,castro valley,alameda
ca,castroville,monterey
ca,cathedral city,riverside
ca,catheys valley,mariposa
ca,cayucos,san luis obispo
ca,cazadero,sonoma
ca,cedar glen,san bernardino
ca,cedar ridge,nevada
ca,cedarpines park,san bernardino
ca,cedarville,modoc
ca,ceres,stanislaus
ca,cerritos,los angeles
ca,challenge,yuba
ca,chatsworth,los angeles
ca,chester,plumas
ca,chicago park,nevada
ca,chico,butte
ca,chilcoot,plumas
ca,chinese camp,tuolumne
ca,chino,san bernardino
ca,chino hills,san bernardino
ca,chowchilla,madera
ca,chualar,monterey
ca,chula vista,san diego
ca,cima,san bernardino
ca,citrus heights,sacramento
ca,city of industry,los angeles
ca,claremont,los angeles
ca,clarksburg,yolo
ca,clayton,contra costa
ca,clearlake,lake
ca,clearlake oaks,lake
ca,clearlake park,lake
ca,clements,san joaquin
ca,clio,plumas
ca,clipper mills,butte
ca,cloverdale,sonoma
ca,clovis,fresno
ca,coachella,riverside
ca,coalinga,fresno
ca,coarsegold,madera
ca,cobb,lake
ca,coleville,mono
ca,colfax,placer
ca,coloma,el dorado
ca,colton,san bernardino
ca,columbia,tuolumne
ca,colusa,colusa
ca,comptche,mendocino
ca,compton,los angeles
ca,concord,contra costa
ca,cool,el dorado
ca,copperopolis,calaveras
ca,corcoran,kings
ca,corning,tehama
ca,corona,riverside
ca,corona del mar,orange
ca,coronado,san diego
ca,corte madera,marin
ca,costa mesa,orange
ca,cotati,sonoma
ca,cottonwood,shasta
ca,coulterville,mariposa
ca,courtland,sacramento
ca,covelo,mendocino
ca,covina,los angeles
ca,coyote,santa clara
ca,crescent city,del norte
ca,crescent mills,plumas
ca,cressey,merced
ca,crest park,san bernardino
ca,crestline,san bernardino
ca,creston,san luis obispo
ca,crockett,contra costa
ca,crows landing,stanislaus
ca,culver city,los angeles
ca,cupertino,santa clara
ca,cutler,tulare
ca,cutten,humboldt
ca,cypress,orange
ca,daggett,san bernardino
ca,daly city,san mateo
ca,dana point,orange
ca,danville,contra costa
ca,dardanelle,tuolumne
ca,darwin,inyo
ca,davenport,santa cruz
ca,davis,yolo
ca,davis creek,modoc
ca,death valley,inyo
ca,deer park,napa
ca,del mar,san diego
ca,del rey,fresno
ca,delano,kern
ca,delhi,merced
ca,denair,stanislaus
ca,descanso,san diego
ca,desert center,riverside
ca,desert hot springs,riverside
ca,diablo,contra costa
ca,diamond bar,los angeles
ca,diamond springs,el dorado
ca,dillon beach,marin
ca,dinuba,tulare
ca,discovery bay,contra costa
ca,dixon,solano
ca,dobbins,yuba
ca,dorris,siskiyou
ca,dos palos,merced
ca,dos rios,mendocino
ca,douglas city,trinity
ca,douglas flat,calaveras
ca,downey,los angeles
ca,downieville,sierra
ca,doyle,lassen
ca,drytown,amador
ca,duarte,los angeles
ca,dublin,alameda
ca,ducor,tulare
ca,dulzura,san diego
ca,duncans mills,sonoma
ca,dunlap,fresno
ca,dunnigan,yolo
ca,dunsmuir,siskiyou
ca,durham,butte
ca,dutch flat,placer
ca,eagleville,modoc
ca,earlimart,tulare
ca,earp,san bernardino
ca,east irvine,orange
ca,echo lake,el dorado
ca,edison,kern
ca,edwards,kern
ca,el cajon,san diego
ca,el centro,imperial
ca,el cerrito,contra costa
ca,el dorado,el dorado
ca,el dorado hills,el dorado
ca,el granada,san mateo
ca,el monte,los angeles
ca,el nido,merced
ca,el portal,mariposa
ca,el segundo,los angeles
ca,el sobrante,contra costa
ca,el toro,orange
ca,el verano,sonoma
ca,eldridge,sonoma
ca,elk,mendocino
ca,elk creek,glenn
ca,elk grove,sacramento
ca,elmira,solano
ca,elverta,sacramento
ca,emeryville,alameda
ca,emigrant gap,placer
ca,empire,stanislaus
ca,encinitas,san diego
ca,encino,los angeles
ca,escalon,san joaquin
ca,escondido,san diego
ca,esparto,yolo
ca,essex,san bernardino
ca,etna,siskiyou
ca,eureka,humboldt
